year,vehicle_class,MPG(comb),cylinders,displ (L),drive,trany
2022,Sport Utility Vehicle,16,8.0,5.6,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,6.0,3.5,Front-Wheel Drive,Automatic
2022,Minicompact Cars,17,6.0,3.7,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,19,6.0,3.8,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,20,6.0,3.8,Rear-Wheel Drive,Automatic
2022,Compact Cars,36,4.0,1.6,Front-Wheel Drive,Automatic
2022,Minicompact Cars,17,6.0,3.7,4-Wheel Drive,Automatic
2022,Midsize Cars,28,4.0,2.5,4-Wheel Drive,Automatic
2022,Midsize Cars,26,6.0,3.5,Front-Wheel Drive,Automatic
2022,Midsize Cars,25,6.0,3.5,Front-Wheel Drive,Automatic
2022,Midsize Cars,25,6.0,3.5,Front-Wheel Drive,Automatic
2022,Midsize Cars,26,6.0,3.5,Front-Wheel Drive,Automatic
2022,Small Pickup Trucks,21,6.0,3.6,Rear-Wheel Drive,Automatic
2022,Small Pickup Trucks,21,6.0,3.6,Rear-Wheel Drive,Automatic
2022,Two Seaters,14,12.0,6.5,Rear-Wheel Drive,Automatic
2022,Small Pickup Trucks,19,6.0,3.6,4-Wheel Drive,Automatic
2022,Two Seaters,16,8.0,3.9,Rear-Wheel Drive,Automatic
2022,Two Seaters,19,8.0,6.2,Rear-Wheel Drive,Automatic
2022,Small Pickup Trucks,17,6.0,3.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,4.0,4-Wheel Drive,Automatic
2022,Small Pickup Trucks,19,6.0,3.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,4.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,16,8.0,4.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,4.0,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,29,4.0,1.5,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,12,8.0,6.2,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,30,4.0,1.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,8.0,4.4,4-Wheel Drive,Automatic
2022,Midsize Cars,16,8.0,6.2,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.0,4-Wheel Drive,Automatic
2022,Midsize Cars,16,8.0,6.2,Rear-Wheel Drive,Manual
2022,Midsize Cars,18,8.0,6.4,Rear-Wheel Drive,Automatic
2022,Midsize Cars,17,8.0,6.4,Rear-Wheel Drive,Manual
2022,Midsize Cars,15,8.0,6.2,Rear-Wheel Drive,Automatic
2022,Midsize Cars,16,8.0,6.2,Rear-Wheel Drive,Manual
2022,Midsize Cars,21,6.0,3.6,4-Wheel Drive,Automatic
2022,Large Cars,23,6.0,3.6,Rear-Wheel Drive,Automatic
2022,Large Cars,21,6.0,3.6,4-Wheel Drive,Automatic
2022,Two Seaters,24,4.0,2.0,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,3.0,4-Wheel Drive,Automatic
2022,Large Cars,23,6.0,3.6,Rear-Wheel Drive,Automatic
2022,Large Cars,18,8.0,6.4,Rear-Wheel Drive,Automatic
2022,Large Cars,15,8.0,6.2,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,3.0,4-Wheel Drive,Automatic
2022,Large Cars,18,8.0,6.4,Rear-Wheel Drive,Automatic
2022,Large Cars,21,6.0,3.6,4-Wheel Drive,Automatic
2022,Small Station Wagons,22,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.0,Front-Wheel Drive,Automatic
2022,Two Seaters,22,4.0,2.0,Rear-Wheel Drive,Manual
2022,Sport Utility Vehicle,25,4.0,2.4,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,6.0,3.2,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,6.0,3.5,4-Wheel Drive,Automatic
2022,Two Seaters,22,4.0,2.0,Rear-Wheel Drive,Manual
2022,Sport Utility Vehicle,24,4.0,2.4,4-Wheel Drive,Automatic
2022,Midsize Cars,17,8.0,6.4,Rear-Wheel Drive,Manual
2022,Midsize Cars,18,8.0,5.7,Rear-Wheel Drive,Manual
2022,Subcompact Cars,22,4.0,2.3,Rear-Wheel Drive,Manual
2022,Subcompact Cars,25,4.0,2.3,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,23,4.0,2.3,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.4,Front-Wheel Drive,Automatic
2022,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Manual
2022,Two Seaters,21,4.0,2.5,Rear-Wheel Drive,Manual
2022,Subcompact Cars,19,8.0,5.0,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,17,8.0,5.0,Rear-Wheel Drive,Manual
2022,Subcompact Cars,21,4.0,2.3,Rear-Wheel Drive,Manual
2022,Subcompact Cars,23,4.0,2.3,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,23,4.0,2.3,Rear-Wheel Drive,Manual
2022,Sport Utility Vehicle,24,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,3.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,23,4.0,2.3,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,22,4.0,2.3,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,18,8.0,5.0,Rear-Wheel Drive,Automatic
2022,Midsize Cars,22,4.0,2.4,4-Wheel Drive,Manual
2022,Two Seaters,24,4.0,2.0,Rear-Wheel Drive,Automatic
2022,Midsize Cars,21,4.0,2.4,4-Wheel Drive,Automatic
2022,Small Station Wagons,27,4.0,2.0,4-Wheel Drive,Automatic
2022,Small Station Wagons,28,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,3.0,4-Wheel Drive,Automatic
2022,Two Seaters,14,6.0,3.5,Rear-Wheel Drive,Automatic
2022,Compact Cars,23,4.0,2.0,4-Wheel Drive,Automatic
2022,Midsize Cars,23,6.0,3.6,Rear-Wheel Drive,Automatic
2022,Midsize Cars,18,8.0,6.4,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,25,4.0,2.3,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,6.0,3.2,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,19,6.0,3.5,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,18,6.0,3.5,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,18,8.0,5.3,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,20,6.0,3.0,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,18,8.0,5.3,Rear-Wheel Drive,Automatic
2022,Standard Pickup Trucks,18,8.0,5.3,Rear-Wheel Drive,Automatic
2022,Standard Pickup Trucks,18,8.0,5.3,Rear-Wheel Drive,Automatic
2022,Standard Pickup Trucks,15,8.0,5.3,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,15,8.0,4.4,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,16,8.0,5.3,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,16,8.0,5.3,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,18,8.0,5.3,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,15,8.0,5.3,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,15,8.0,5.3,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,16,8.0,5.3,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,16,8.0,5.3,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,15,8.0,4.4,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,17,8.0,4.4,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,17,8.0,5.3,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,15,8.0,5.3,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,19,6.0,3.5,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.2,4-Wheel Drive,Automatic
2022,Two Seaters,11,16.0,8.0,4-Wheel Drive,Automatic
2022,Two Seaters,9,16.0,8.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,15,8.0,6.4,4-Wheel Drive,Automatic
2022,Two Seaters,16,6.0,4.0,Rear-Wheel Drive,Manual
2022,Two Seaters,16,6.0,4.0,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.0,4-Wheel Drive,Automatic
2022,Two Seaters,9,16.0,8.0,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,18,8.0,5.6,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.0,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,18,8.0,5.6,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,17,8.0,5.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.4,4-Wheel Drive,Automatic
2022,Minicompact Cars,20,6.0,3.0,Rear-Wheel Drive,Manual
2022,Minicompact Cars,19,6.0,3.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,18,8.0,4.4,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,15,8.0,4.4,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,15,8.0,4.4,4-Wheel Drive,Automatic
2022,Minicompact Cars,19,6.0,3.0,4-Wheel Drive,Manual
2022,Minicompact Cars,19,6.0,3.0,4-Wheel Drive,Automatic
2022,Minicompact Cars,19,6.0,3.0,4-Wheel Drive,Manual
2022,Minicompact Cars,19,6.0,3.0,4-Wheel Drive,Automatic
2022,Minicompact Cars,19,6.0,3.0,4-Wheel Drive,Manual
2022,Large Cars,28,4.0,2.0,Front-Wheel Drive,Automatic
2022,Large Cars,25,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,18,8.0,4.4,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,15,8.0,6.2,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,19,6.0,3.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,19,6.0,3.5,Rear-Wheel Drive,Automatic
2022,Standard Pickup Trucks,18,4.0,2.7,4-Wheel Drive,Automatic
2022,Large Cars,14,12.0,6.7,4-Wheel Drive,Automatic
2022,Standard Pickup Trucks,17,8.0,6.2,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,27,4.0,1.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,1.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.8,4-Wheel Drive,Automatic
2022,Compact Cars,19,6.0,3.6,Rear-Wheel Drive,Automatic
2022,Compact Cars,18,6.0,3.6,Rear-Wheel Drive,Manual
2022,Sport Utility Vehicle,21,6.0,3.6,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.6,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,6.0,3.6,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,6.0,3.6,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.0,4-Wheel Drive,Automatic
2022,Two Seaters,18,8.0,5.0,4-Wheel Drive,Automatic
2022,Two Seaters,18,8.0,5.0,4-Wheel Drive,Automatic
2022,Midsize Cars,15,8.0,6.2,Rear-Wheel Drive,Manual
2022,Sport Utility Vehicle,21,6.0,3.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,27,4.0,1.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,28,4.0,1.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,18,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,19,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,16,8.0,5.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,6.0,3.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,6.0,3.8,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,6.0,3.8,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.8,4-Wheel Drive,Automatic
2022,Midsize Cars,35,4.0,2.0,Front-Wheel Drive,Automatic
2022,Midsize Cars,37,4.0,2.0,Front-Wheel Drive,Automatic
2022,Midsize Cars,31,4.0,1.6,Front-Wheel Drive,Automatic
2022,Midsize Cars,28,4.0,1.6,Front-Wheel Drive,Manual
2022,Large Cars,25,4.0,2.5,4-Wheel Drive,Automatic
2022,Large Cars,26,4.0,2.5,Rear-Wheel Drive,Automatic
2022,Large Cars,31,4.0,1.6,Front-Wheel Drive,Automatic
2022,Large Cars,31,4.0,2.5,Front-Wheel Drive,Automatic
2022,Large Cars,32,4.0,2.5,Front-Wheel Drive,Automatic
2022,Large Cars,27,4.0,2.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,4.0,2.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,4.0,2.5,4-Wheel Drive,Automatic
2022,Midsize Cars,16,8.0,6.2,Rear-Wheel Drive,Automatic
2022,Midsize Cars,26,4.0,2.0,4-Wheel Drive,Manual
2022,Midsize Cars,32,4.0,2.0,4-Wheel Drive,Automatic
2022,Midsize Cars,30,4.0,2.0,4-Wheel Drive,Automatic
2022,Minicompact Cars,19,8.0,4.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,21,6.0,2.9,4-Wheel Drive,Automatic
2022,Subcompact Cars,26,4.0,2.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,24,6.0,3.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,23,6.0,3.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,19,8.0,4.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,16,8.0,6.2,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,16,8.0,6.2,Rear-Wheel Drive,Manual
2022,Compact Cars,24,6.0,3.0,4-Wheel Drive,Automatic
2022,Compact Cars,27,4.0,2.0,Rear-Wheel Drive,Automatic
2022,Compact Cars,26,4.0,2.0,4-Wheel Drive,Automatic
2022,Compact Cars,36,4.0,1.6,Front-Wheel Drive,Automatic
2022,Midsize Cars,21,6.0,2.9,4-Wheel Drive,Automatic
2022,Midsize Cars,24,6.0,3.0,4-Wheel Drive,Automatic
2022,Midsize Cars,17,8.0,4.0,4-Wheel Drive,Automatic
2022,Midsize Cars,21,6.0,3.0,4-Wheel Drive,Automatic
2022,Midsize Cars,21,6.0,3.0,4-Wheel Drive,Automatic
2022,Midsize Cars,22,6.0,3.0,Rear-Wheel Drive,Automatic
2022,Midsize Cars,21,6.0,3.0,Rear-Wheel Drive,Automatic
2022,Midsize Cars,36,4.0,1.5,Front-Wheel Drive,Automatic
2022,Midsize Cars,34,4.0,1.5,Front-Wheel Drive,Automatic
2022,Midsize Cars,35,4.0,2.0,Front-Wheel Drive,Automatic
2022,Midsize Cars,33,4.0,2.0,Front-Wheel Drive,Automatic
2022,Midsize Cars,31,4.0,1.6,Front-Wheel Drive,Automatic
2022,Midsize Cars,28,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.0,4-Wheel Drive,Automatic
2022,Two Seaters,15,10.0,5.2,Rear-Wheel Drive,Automatic
2022,Two Seaters,15,10.0,5.2,Rear-Wheel Drive,Automatic
2022,Two Seaters,15,10.0,5.2,4-Wheel Drive,Automatic
2022,Small Station Wagons,26,4.0,2.0,4-Wheel Drive,Manual
2022,Small Station Wagons,31,4.0,2.0,4-Wheel Drive,Automatic
2022,Small Station Wagons,25,4.0,2.0,4-Wheel Drive,Manual
2022,Small Station Wagons,30,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,15,8.0,6.4,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,15,8.0,6.4,4-Wheel Drive,Automatic
2022,Compact Cars,33,4.0,1.8,Front-Wheel Drive,Automatic
2022,Compact Cars,33,4.0,1.8,Front-Wheel Drive,Manual
2022,Compact Cars,32,4.0,1.8,Front-Wheel Drive,Automatic
2022,Compact Cars,34,4.0,2.0,Front-Wheel Drive,Automatic
2022,Compact Cars,32,4.0,2.0,Front-Wheel Drive,Manual
2022,Compact Cars,34,4.0,2.0,Front-Wheel Drive,Automatic
2022,Compact Cars,34,4.0,2.0,Front-Wheel Drive,Automatic
2022,Compact Cars,31,4.0,2.0,Front-Wheel Drive,Manual
2022,Sport Utility Vehicle,21,6.0,3.6,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.6,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,20,6.0,3.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,20,6.0,3.6,4-Wheel Drive,Automatic
2022,Two Seaters,15,10.0,5.2,4-Wheel Drive,Automatic
2022,Two Seaters,15,10.0,5.2,4-Wheel Drive,Automatic
2022,Two Seaters,17,10.0,5.2,Rear-Wheel Drive,Automatic
2022,Two Seaters,17,10.0,5.2,Rear-Wheel Drive,Automatic
2022,Two Seaters,26,4.0,2.0,4-Wheel Drive,Automatic
2022,Two Seaters,15,10.0,5.2,4-Wheel Drive,Automatic
2022,Subcompact Cars,31,3.0,1.5,Front-Wheel Drive,Manual
2022,Subcompact Cars,32,3.0,1.5,Front-Wheel Drive,Automatic
2022,Subcompact Cars,31,3.0,1.5,Front-Wheel Drive,Manual
2022,Subcompact Cars,27,4.0,2.0,Front-Wheel Drive,Manual
2022,Subcompact Cars,27,4.0,2.0,Front-Wheel Drive,Manual
2022,Subcompact Cars,25,4.0,2.0,Front-Wheel Drive,Manual
2022,Compact Cars,20,6.0,3.3,4-Wheel Drive,Automatic
2022,Midsize Cars,27,4.0,2.0,4-Wheel Drive,Automatic
2022,Midsize Cars,26,4.0,2.0,4-Wheel Drive,Automatic
2022,Midsize Cars,17,8.0,4.4,4-Wheel Drive,Automatic
2022,Midsize Cars,17,8.0,4.4,4-Wheel Drive,Automatic
2022,Midsize Cars,29,3.0,1.5,Front-Wheel Drive,Automatic
2022,Midsize Cars,26,3.0,1.5,4-Wheel Drive,Automatic
2022,Midsize Cars,26,4.0,2.0,Front-Wheel Drive,Manual
2022,Subcompact Cars,20,8.0,4.4,4-Wheel Drive,Automatic
2022,Subcompact Cars,19,8.0,4.4,4-Wheel Drive,Automatic
2022,Midsize Cars,19,8.0,4.4,4-Wheel Drive,Automatic
2022,Midsize Cars,19,8.0,4.4,4-Wheel Drive,Automatic
2022,Large Cars,19,8.0,4.4,4-Wheel Drive,Automatic
2022,Large Cars,19,8.0,4.4,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,27,4.0,1.4,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,27,4.0,1.4,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,1.4,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,1.4,4-Wheel Drive,Automatic
2022,Minicompact Cars,30,4.0,2.0,Front-Wheel Drive,Automatic
2022,Minicompact Cars,28,4.0,2.0,Front-Wheel Drive,Automatic
2022,Subcompact Cars,25,6.0,3.0,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,32,3.0,1.5,Front-Wheel Drive,Automatic
2022,Subcompact Cars,23,6.0,3.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,17,8.0,4.4,4-Wheel Drive,Automatic
2022,Minicompact Cars,26,4.0,2.0,Front-Wheel Drive,Manual
2022,Midsize Cars,24,4.0,2.5,4-Wheel Drive,Automatic
2022,Midsize Cars,25,4.0,2.5,Rear-Wheel Drive,Automatic
2022,Midsize Cars,20,6.0,3.3,4-Wheel Drive,Automatic
2022,Midsize Cars,20,6.0,3.3,Rear-Wheel Drive,Automatic
2022,Minivan,22,6.0,3.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,22,6.0,3.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,29,4.0,2.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,1.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,27,4.0,1.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,1.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,1.5,4-Wheel Drive,Automatic
2022,Compact Cars,21,6.0,3.3,Rear-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.4,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,27,4.0,2.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,23,4.0,2.4,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,32,4.0,1.6,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,32,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,29,4.0,1.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,30,4.0,2.0,4-Wheel Drive,Automatic
2022,Minicompact Cars,32,3.0,1.5,Front-Wheel Drive,Automatic
2022,Minicompact Cars,31,3.0,1.5,Front-Wheel Drive,Manual
2022,Subcompact Cars,17,8.0,4.4,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,21,6.0,3.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,25,6.0,3.0,Rear-Wheel Drive,Automatic
2022,Subcompact Cars,31,4.0,2.0,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,29,4.0,2.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,29,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,26,4.0,2.4,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.4,4-Wheel Drive,Automatic
2022,Large Cars,16,12.0,6.6,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,25,4.0,2.0,4-Wheel Drive,Automatic
2022,Midsize Cars,26,4.0,2.0,Front-Wheel Drive,Automatic
2022,Midsize Cars,32,4.0,1.5,Front-Wheel Drive,Automatic
2022,Compact Cars,20,8.0,5.0,Rear-Wheel Drive,Automatic
2022,Large Cars,31,4.0,1.6,Front-Wheel Drive,Automatic
2022,Large Cars,28,4.0,1.6,4-Wheel Drive,Automatic
2022,Large Cars,27,4.0,2.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,31,4.0,1.5,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,28,4.0,1.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,19,8.0,5.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,16,8.0,5.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,16,8.0,5.0,4-Wheel Drive,Automatic
2022,Subcompact Cars,33,4.0,1.4,Front-Wheel Drive,Automatic
2022,Subcompact Cars,33,4.0,1.4,Front-Wheel Drive,Automatic
2022,Subcompact Cars,33,4.0,1.4,Front-Wheel Drive,Manual
2022,Subcompact Cars,32,4.0,1.4,Front-Wheel Drive,Manual
2022,Compact Cars,23,4.0,2.0,4-Wheel Drive,Automatic
2022,Compact Cars,24,4.0,2.0,Rear-Wheel Drive,Automatic
2022,Small Station Wagons,30,4.0,2.0,Front-Wheel Drive,Automatic
2022,Small Station Wagons,31,4.0,2.0,Front-Wheel Drive,Automatic
2022,Small Station Wagons,29,4.0,1.6,Front-Wheel Drive,Automatic
2022,Sport Utility Vehicle,27,4.0,1.6,4-Wheel Drive,Automatic
2022,Subcompact Cars,23,6.0,3.0,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,24,4.0,2.5,4-Wheel Drive,Automatic
2022,Sport Utility Vehicle,28,3.0,1.3,4-Wheel Drive,Automatic
2022,Subcompact Cars,31,4.0,2.0,Front-Wheel Drive,Automatic
2022,Subcompact Cars,29,4.0,2.0,Front-Wheel Drive,Automatic
2022,Compact Cars,22,4.0,2.0,Front-Wheel Drive,Automatic
2022,Compact Cars,25,4.0,2.0,Front-Wheel Drive,Manual
2022,Midsize Cars,27,4.0,2.0,Front-Wheel Drive,Automatic
2022,Midsize Cars,25,6.0,3.0,Rear-Wheel Drive,Automatic
2022,Midsize Cars,23,6.0,3.0,4-Wheel Drive,Automatic
2022,Midsize Cars,29,4.0,2.0,Front-Wheel Drive,Automatic
2022,Midsize Cars,28,4.0,2.0,Front-Wheel Drive,Automatic
2022,Midsize Cars,26,4.0,2.0,4-Wheel Drive,Automatic
2022,Midsize Cars,26,4.0,2.0,4-Wheel Drive,Automatic
